book_id,title,author,isbn,isbn13,asin,num_pages,avg_rating,num_ratings,year_pub_ed,text_review_count,genre,publisher,language,title_URL
129,"The Bear and the Nightingale
 (The Winternight Trilogy, #1)","Arden, Katherine",1101885939,9.78E+12,1101885939,319,4.1,183802,2017,25183,Fantasy,Del Rey,English,https://www.goodreads.com/book/show/25489134-the-bear-and-the-nightingale
130,"Wicked Beauty
 (Dark Olympus, #3)","Robert, Katee",,,B09DTJF1WD,402,4,36027,2022,4492,Romance,Sourcebooks Casablanca,English,https://www.goodreads.com/book/show/58945351-wicked-beauty
131,"Neon Gods
 (Dark Olympus, #1)","Robert, Katee",1728231736,9.78E+12,1728231736,380,3.72,180065,2021,21709,Romance,Sourcebooks Casablanca,English,https://www.goodreads.com/book/show/54659771-neon-gods
132,Midnight Mass: The Art of Horror ,"Bernstein, Abbie",1789097770,9.78E+12,,176,4.63,103,2021,24,Horror,Titan Books Limited,English,https://www.goodreads.com/book/show/58401106-midnight-mass
133,"One of Us Is Next
 (One of Us Is Lying, #2)","McManus, Karen",525707964,9.78E+12,525707964,377,3.94,194615,2020,18429,Mystery,Delacorte Press for Young Readers,English,https://www.goodreads.com/book/show/44654627-one-of-us-is-next
134,"Malorie
 (Bird Box, #2)","Malerman, Josh",,9.78E+12,,301,3.81,20921,2020,3254,Horror,Del Rey,English,https://www.goodreads.com/book/show/44510181-malorie
135,"The Redeemer
 (Harry Hole, #6)","Nesbø, Jo",,9.78E+12,,466,4.08,43447,2016,2535,Crime,Vintage Crime/Black Lizard,English,https://www.goodreads.com/book/show/33641782-the-redeemer
136,"Flaggermusmannen
 (Harry Hole, #1)","Nesbø, Jo",8203180728,9.79E+12,,339,3.56,111305,2005,7457,Mystery,Aschehoug,English,https://www.goodreads.com/book/show/1991039.Flaggermusmannen
137,"Cockroaches
 (Harry Hole, #2)","Nesbø, Jo",1784703354,9.78E+12,345807154,368,3.73,54343,2014,3219,Crime,Vintage Crime/Black Lizard,English,https://www.goodreads.com/book/show/18373214-cockroaches
138,"Nemesis
 (Harry Hole, #4)","Nesbø, Jo",61655511,9.78E+12,61655511,474,3.98,72272,2010,3203,Crime,Harper Perennial,English,https://www.goodreads.com/book/show/6979826-nemesis
139,"The Devil's Star
 (Harry Hole, #5)","Nesbø, Jo",99478536,9.78E+12,99478536,528,4.06,68448,2006,2979,Crime,Vintage,English,https://www.goodreads.com/book/show/498389.The_Devil_s_Star
140,"The Redbreast
 (Harry Hole, #3)","Nesbø, Jo",184343217X,9.78E+12,184343217X,519,3.94,99474,2006,4810,Mystery,Harvill Secker,English,https://www.goodreads.com/book/show/465226.The_Redbreast
141,"Children of Ruin
 (Children of Time, #2)","Tchaikovsky, Adrian",,,B07MJLYWP7,15,4.06,33373,2019,3011,Science Fiction,PanMacmillan,English,https://www.goodreads.com/book/show/40376072-children-of-ruin
142,"Children of Time
 (Children of Time, #1)","Tchaikovsky, Adrian",1447273281,9.78E+12,1447273281,608,4.3,104347,2015,10528,Science Fiction,PanMacmillan,English,https://www.goodreads.com/book/show/25499718-children-of-time
143,"Black Coffee: A Mystery Play in Three Acts
 (Hercule Poirot, #7)","Christie, Agatha",573618852,9.78E+12,573618852,142,3.65,2462,2010,152,Mystery,"Samuel French, Inc.",English,https://www.goodreads.com/book/show/645754.Black_Coffee
144,"Poirot Investigates
 (Hercule Poirot, #3)","Christie, Agatha",1736062883,9.78E+12,1736062883,191,3.94,59525,2020,3139,Mystery,HarperCollins,English,https://www.goodreads.com/book/show/57806251-poirot-investigates
145,"The Murder on the Links
 (Hercule Poirot, #2)","Christie, Agatha",1734452552,9.78E+12,1734452552,199,3.86,83954,2020,6155,Mystery,Warbler Classics,English,https://www.goodreads.com/book/show/51132354-the-murder-on-the-links
146,"The Big Four
 (Hercule Poirot, #5)","Christie, Agatha",7120818,9.78E+12,7120818,272,3.58,53739,2002,4356,Mystery,HarperCollins Publishers,English,https://www.goodreads.com/book/show/16316.The_Big_Four
147,"The Mystery of the Blue Train
 (Hercule Poirot, #6)","Christie, Agatha",1579126952,9.78E+12,1579126952,317,3.86,57986,2007,3852,Mystery,Black Dog & Leventhal Publishers,English,https://www.goodreads.com/book/show/16335.The_Mystery_of_the_Blue_Train
148,"Peril at End House
 (Hercule Poirot, #8)","Christie, Agatha",7119305,9.78E+12,7119305,287,3.99,62303,2001,4103,Mystery,HarperCollins,English,https://www.goodreads.com/book/show/16424.Peril_at_End_House
149,"Lord Edgware Dies
 (Hercule Poirot, #9)","Christie, Agatha",2314576,9.78E+12,2314576,219,3.94,46044,1977,2933,Mystery,Collins for the Crime Club,English,https://www.goodreads.com/book/show/215492.Lord_Edgware_Dies
150,"Stuck with You
 (The STEMinist Novellas, #2)","Hazelwood, Ali",,,B09M2QWMB9,127,3.61,93998,2022,10817,Romance,Berkley,English,https://www.goodreads.com/book/show/59651555-stuck-with-you
151,"Reached
 (Matched, #3)","Condie, Ally",525423664,9.78E+12,525423664,512,3.55,162012,2012,11821,Young Adult,Penguin,English,https://www.goodreads.com/book/show/13125947-reached
152,"Crossed
 (Matched, #2)","Condie, Ally",142421715,9.78E+12,142421715,367,3.52,239709,2013,15846,Young Adult,Penguin Books,English,https://www.goodreads.com/book/show/15812814-crossed
153,"Queen of Volts
 (The Shadow Game, #3)","Foody, Amanda",,,B07YF4HN82,632,4.09,3692,2020,607,Fantasy,Inkyard Press,English,https://www.goodreads.com/book/show/37545599-queen-of-volts
154,"Ace of Shades
 (The Shadow Game, #1)","Foody, Amanda",1335692290,9.78E+12,1335692290,411,3.85,18316,2018,3465,Fantasy,Harlequin Teen,English,https://www.goodreads.com/book/show/30238163-ace-of-shades
155,"Set on You
 (The Influencer, #1)","Lea, Amy",593336577,9.78E+12,593336577,384,3.64,31046,2022,4769,Romance,Berkley,English,https://www.goodreads.com/book/show/58784485-set-on-you
156,"King of Greed
 (Kings of Sin #3)","Huang, Ana",,9.78E+12,B0C13VFWML,464,4.52,253,2023,109,Romance,"Little, Brown Book Group",English,https://www.goodreads.com/book/show/124943221-king-of-greed
157,"King of Pride
 (Kings of Sin, #2)","Huang, Ana",,9.78E+12,B0BJ7X6M16,358,4.02,54173,2023,6931,Romance,"Little, Brown Book Group",English,https://www.goodreads.com/book/show/62994279-king-of-pride
158,"King of Wrath
 (Kings of Sin, #1)","Huang, Ana",,9.78E+12,B0B36FKPS8,398,4.08,141588,2022,15122,Romance,"little, Brown Book Group",English,https://www.goodreads.com/book/show/61229235-king-of-wrath
159,"Crowbones
 (The World of the Others, #3; The Others, #8)","Bishop, Anne",593337336,9.78E+12,593337336,353,4.39,7096,2022,903,Fantasy,Ace,English,https://www.goodreads.com/book/show/51469740-crowbones
160,"Lake Silence
 (The World of the Others, #1; The Others, #6)","Bishop, Anne",399587241,9.78E+12,399587241,402,4.28,15119,2018,1818,Fantasy,Ace,English,https://www.goodreads.com/book/show/35463752-lake-silence
161,"Truly Yours
 (Love in Seattle Book 4)","Monique, Asia",,,B09MDLD4N6,136,4.6,546,2021,64,African American Romance,Alayla J. Presents,English,https://www.goodreads.com/book/show/59683926-truly-yours
162,"Love Always
 (Love in Seattle #3)","Monique, Asia",,,B09L558XDV,135,4.46,546,2021,68,African American Romance,Alayla J. Presents,English,https://www.goodreads.com/book/show/59546155-love-always
163,"A Psalm for the Wild-Built
 (Monk & Robot, #1)","Chambers, Becky",,,B08H831J18,160,4.29,72434,2021,13057,Science Fiction,Tordotcom,English,https://www.goodreads.com/book/show/40864002-a-psalm-for-the-wild-built
164,"For You and Only You
 (You, #4)","Kepnes, Caroline",,9.78E+12,,448,3.39,4851,2023,1225,Thriller,Atria Books/Emily Bestler Books,English,https://www.goodreads.com/book/show/45730983-for-you-and-only-you
165,"Hidden Bodies
 (You, #2)","Kepnes, Caroline",1476785635,9.78E+12,1476785635,448,3.74,74420,2016,8122,Thriller,Emily Bestler Books,English,https://www.goodreads.com/book/show/29430824-hidden-bodies
166,"You Love Me
 (You, #3)","Kepnes, Caroline",059313379X,9.78E+12,059313379X,432,3.68,27691,2021,3789,Thriller,Simon & Schuster,English,https://www.goodreads.com/book/show/58763110-you-love-me
167,"Chain of Iron
 (The Last Hours, #2)","Clare, Cassandra",140635810X,9.78E+12,140635810X,591,4.45,66804,2021,10637,Fantasy,Walker Books,English,https://www.goodreads.com/book/show/17699855-chain-of-iron
168,"City of Heavenly Fire
 (The Mortal Instruments, #6)","Clare, Cassandra",1481426303,9.78E+12,1481426303,725,4.4,366672,2014,27345,Fantasy,Margaret K. McElderry Books,English,https://www.goodreads.com/book/show/8755785-city-of-heavenly-fire
169,"City of Lost Souls
 (The Mortal Instruments, #5)","Clare, Cassandra",1442416866,9.78E+12,1442416866,535,4.22,511871,2012,23513,Fantasy,Margaret K. McElderry Books,English,https://www.goodreads.com/book/show/8755776-city-of-lost-souls
170,"City of Fallen Angels
 (The Mortal Instruments, #4)","Clare, Cassandra",1442403543,9.78E+12,1442403543,425,4.08,579895,2011,26861,Fantasy,Margaret K. McElderry Books,English,https://www.goodreads.com/book/show/6752378-city-of-fallen-angels
171,"City of Ashes
 (The Mortal Instruments, #2)","Clare, Cassandra",1416914293,9.78E+12,1416914293,453,4.12,900482,2008,35320,Fantasy,Margaret K. McElderry Books,English,https://www.goodreads.com/book/show/1582996.City_of_Ashes
172,"Harlem Shuffle
 (Ray Carney, #1)","Whitehead, Colson",385545134,9.78E+12,385545134,318,3.74,59478,2021,7170,Fiction,Doubleday,English,https://www.goodreads.com/book/show/54626223-harlem-shuffle
173,"Origin
 (Robert Langdon, #5)","Brown, Dan",385514239,9.78E+12,385514239,461,3.88,314304,2017,27109,Fiction,Doubleday,English,https://www.goodreads.com/book/show/32283133-origin
174,"The Lost Symbol
 (Robert Langdon, #3)","Brown, Dan",385504225,9.78E+12,385504225,509,3.74,591548,2009,29344,Fiction,Doubleday,English,https://www.goodreads.com/book/show/6411961-the-lost-symbol
175,"Anatomy: A Love Story
 (The Anatomy Duology, #1)","Schwartz, Dana",,,1250774152,338,3.82,53680,2022,8246,Historical Fiction,Wednesday Books,English,https://www.goodreads.com/book/show/57917042-anatomy
176,"Deadly Target
 (Rocky Mountain Courage, #2)","Goddard, Elizabeth",800737997,9.78E+12,800737997,336,4.43,795,2021,264,Mystery,Revell,English,https://www.goodreads.com/book/show/57015847-deadly-target
177,"Present Danger
 (Rocky Mountain Courage, #1)","Goddard, Elizabeth",800737989,9.78E+12,800737989,384,4.19,1168,2021,314,Mystery,Revell,English,https://www.goodreads.com/book/show/54022603-present-danger
178,"The Bluff
 (Love Stories in Sheet Cake Sweet Rom Com Series #2)","Clair, Emma St.",,,B09QKLPBND,399,4.06,3985,2022,416,Romance,Amazon Digital Services,English,https://www.goodreads.com/book/show/60192930-the-bluff
179,"The Buy-In
 (Love Stories in Sheet Cake Sweet Rom Com Series #1)","Clair, Emma St.",,,B09GPV28RJ,436,4.01,6279,2022,852,Romance,Amazon Digital Services,English,https://www.goodreads.com/book/show/59047865-the-buy-in
180,"House of Salt and Sorrows
 (Sisters of the Salt, #1)","Craig, Erin A.",1984831925,9.78E+12,1984831925,403,3.92,76375,2019,13647,Fantasy,Delacorte,English,https://www.goodreads.com/book/show/39679076-house-of-salt-and-sorrows
181,"A Storm of Swords
 (A Song of Ice and Fire, #3)","Martin, George R.R.",055357342X,9.78E+12,055357342X,1177,4.54,750081,2003,24351,Fantasy,Bantam,English,https://www.goodreads.com/book/show/62291.A_Storm_of_Swords
182,"A Clash of Kings
 (A Song of Ice and Fire, #2)","Martin, George R.R.",553381695,9.78E+12,553381695,969,4.41,899342,2002,26768,Fantasy,Bantam,English,https://www.goodreads.com/book/show/10572.A_Clash_of_Kings
183,"A Game of Thrones
 (A Song of Ice and Fire, #1)","Martin, George R.R.",553588486,9.78E+12,553588486,835,4.44,2379734,2005,61221,Fantasy,Bantam,English,https://www.goodreads.com/book/show/13496.A_Game_of_Thrones
184,"As Good As Dead
 (A Good Girl's Guide to Murder, #3)","Jackson, Holly",593379853,9.78E+12,593379853,459,4.21,195874,2021,29340,Mystery,Delacorte Press,English,https://www.goodreads.com/book/show/56905097-as-good-as-dead
185,"Good Girl, Bad Blood
 (A Good Girl's Guide to Murder, #2)","Jackson, Holly",1405297751,9.78E+12,1405297751,417,4.34,301182,2020,33861,Mystery,Electric Monkey,English,https://www.goodreads.com/book/show/51335759-good-girl-bad-blood
186,"Harry Potter and the Half-Blood Prince
 (Harry Potter, #6)","Rowling, J.K.",,9.78E+12,,652,4.58,3088565,2006,53057,Fantasy,Scholastic Inc.,English,https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince
187,"Force of Nature
 (Aaron Falk, #2)","Harper, Jane",1250105633,9.78E+12,1250105633,326,3.84,99681,2018,9388,Mystery,Flatiron Books,English,https://www.goodreads.com/book/show/34275222-force-of-nature
188,"The Dry
 (Aaron Falk, #1)","Harper, Jane",1408708175,9.78E+12,,336,4.06,223021,2016,18572,Mystery,Macmillan Australia,English,https://www.goodreads.com/book/show/27824826-the-dry
189,Emma ,"Austen, Jane",141439580,9.78E+12,141439580,474,4.04,834851,2003,29296,Classics,Penguin Books,English,https://www.goodreads.com/book/show/6969.Emma
190,Persuasion ,"Austen, Jane",192802631,9.78E+12,192802631,249,4.15,662633,2004,29832,Classics,Oxford University Press,English,https://www.goodreads.com/book/show/2156.Persuasion
191,Sense and Sensibility ,"Austen, Jane",,9.78E+12,,409,4.08,1141287,2003,24767,Classics,Penguin Books,English,https://www.goodreads.com/book/show/14935.Sense_and_Sensibility
192,"Godsgrave
 (The Nevernight Chronicle, #2)","Kristoff, Jay",1250073030,9.78E+12,1250073030,419,4.47,54165,2017,7766,Fantasy,St. Martin's Press,English,https://www.goodreads.com/book/show/23264671-godsgrave
193,"Nevernight
 (The Nevernight Chronicle, #1)","Kristoff, Jay",1250073022,9.78E+12,1250073022,427,4.23,88198,2016,14459,Fantasy,St. Martin's Press,English,https://www.goodreads.com/book/show/26114463-nevernight
194,"The Brothers Hawthorne
 (The Inheritance Games #4)","Barnes, Jennifer Lynn",316480770,9.78E+12,316480770,480,4.4,530,2023,313,Mystery,"Little, Brown Books for Young Readers",English,https://www.goodreads.com/book/show/62804258-the-brothers-hawthorne
195,"The Final Gambit
 (The Inheritance Games, #3)","Barnes, Jennifer Lynn",,9.78E+12,,400,4.16,182992,2022,22844,Mystery,"Little, Brown Books for Young Readers",English,https://www.goodreads.com/book/show/58658940-the-final-gambit
196,"The Hawthorne Legacy
 (The Inheritance Games, #2)","Barnes, Jennifer Lynn",241480744,9.78E+12,,380,4.24,290029,2021,31620,Mystery,Penguin,English,https://www.goodreads.com/book/show/50531218-the-hawthorne-legacy
197,You Made a Fool of Death with Your Beauty ,"Emezi, Akwaeke",1982188707,9.78E+12,1982188707,288,3.59,34768,2022,6572,Romance,Atria Books,English,https://www.goodreads.com/book/show/59232998-you-made-a-fool-of-death-with-your-beauty
198,Love Radio ,"LaDelle, Ebony",1665908157,9.78E+12,1665908157,320,4.23,4683,2022,1073,Romance,Simon & Schuster Books for Young Readers,English,https://www.goodreads.com/book/show/59042752-love-radio
199,Honey & Spice ,"Babalola, Bolu",63141485,9.78E+12,63141485,368,3.94,21704,2022,3528,Romance,William Morrow,English,https://www.goodreads.com/book/show/59088365-honey-spice
200,The Starless Sea ,"Morgenstern, Erin",038554121X,9.78E+12,038554121X,498,3.86,184618,2019,34937,Fantasy,Doubleday,English,https://www.goodreads.com/book/show/43575115-the-starless-sea
201,Every Moment After ,"Moldover, Joseph",1328547272,9.78E+12,1328547272,364,3.69,780,2019,144,Contemporary,Clarion Books,English,https://www.goodreads.com/book/show/40142465-every-moment-after
202,Disappearing Earth ,"Phillips, Julia",,9.78E+12,,312,3.85,50706,2019,6493,Fiction,Knopf,English,https://www.goodreads.com/book/show/34563821-disappearing-earth
203,"Call Down the Hawk
 (Dreamer Trilogy, #1)","Stiefvater, Maggie",1338188321,9.78E+12,1338188321,472,4.27,32351,2019,6117,Fantasy,Scholastic Press,English,https://www.goodreads.com/book/show/31373184-call-down-the-hawk
204,We Love Anderson Cooper ,"Maizes, R.L.",,,B07HF2CW36,176,3.77,980,2019,262,Short Stories,Celadon Books (Macmillan),English,https://www.goodreads.com/book/show/40236976-we-love-anderson-cooper
205,Ghosts of the Shadow Market ,"Clare, Cassandra",1406385379,9.78E+12,1406385379,617,4.28,35557,2019,4324,Fantasy,Walker Books,English,https://www.goodreads.com/book/show/36314220-ghosts-of-the-shadow-market
206,With the Fire on High ,"Acevedo, Elizabeth",62662856,9.78E+12,,400,4.19,80485,2019,13406,Young Adult,Quill Tree Books,English,https://www.goodreads.com/book/show/38739562-with-the-fire-on-high
207,"King of Fools
 (The Shadow Game, #2)","Foody, Amanda",1335661344,9.78E+12,1335661344,602,4.02,6432,2019,1140,Fantasy,Inkyard Press,English,https://www.goodreads.com/book/show/37545571-king-of-fools
208,"Sorcery of Thorns
 (Sorcery of Thorns, #1)","Rogerson, Margaret",1481497618,9.78E+12,1481497618,456,4.07,119891,2019,19418,Fantasy,Margaret K. McElderry Books,English,https://www.goodreads.com/book/show/42201395-sorcery-of-thorns
209,Invisible Women: Data Bias in a World Designed for Men ,"Criado Pérez, Caroline",1419729071,9.78E+12,1419729071,318,4.36,97836,2019,12809,Nonfiction,Abrams Press,English,https://www.goodreads.com/book/show/41104077-invisible-women
210,"Wild Country
 (The World of the Others, #2; The Others, #7)","Bishop, Anne",,,B07DMZB97R,492,4.26,11300,2019,1273,Fantasy,Ace,English,https://www.goodreads.com/book/show/40508188-wild-country
211,Meet Cute ,"Hunting, Helena",1538760185,9.78E+12,1538760185,384,3.73,45506,2019,5069,Romance,Forever,English,https://www.goodreads.com/book/show/41063454-meet-cute
212,Hunger for Life ,"Marr, Andy",,,B07WKTVQT7,294,4.24,405,2019,104,Fiction,Independently published,English,https://www.goodreads.com/book/show/50924372-hunger-for-life
213,"Courting Darkness
 (Courting Darkness Duology, #1)","LaFevers, Robin",544991192,9.78E+12,544991192,498,3.87,5157,2019,853,Fantasy,Clarion Books,English,https://www.goodreads.com/book/show/37569347-courting-darkness
214,Titanshade ,"Stout, Dan",756414865,9.78E+12,756414865,407,4.03,610,2019,147,Fantasy,DAW,English,https://www.goodreads.com/book/show/40642114-titanshade
215,"The Devouring Gray
 (The Devouring Gray, #1)","Herman, C.L.",,9.78E+12,,368,3.62,8682,2019,2145,Fantasy,Titan Books,English,https://www.goodreads.com/book/show/36535913-the-devouring-gray
216,Romanov ,"Brandes, Nadine",078521724X,9.78E+12,078521724X,337,3.76,12916,2019,3068,Fantasy,Thomas Nelson,English,https://www.goodreads.com/book/show/40590407-romanov
217,"No Judgments
 (Little Bridge Island, #1)","Cabot, Meg",62890034,9.78E+12,,384,3.37,16970,2019,2212,Romance,William Morrow Paperbacks,English,https://www.goodreads.com/book/show/41088583-no-judgments
218,Four Dead Queens ,"Scholte, Astrid",525513922,9.78E+12,525513922,413,3.8,23972,2019,4002,Fantasy,G.P. Putnam's Sons Books for Young Readers,English,https://www.goodreads.com/book/show/40367270-four-dead-queens
219,Swipe Right for Murder ,"Milman, Derek",316451061,9.78E+12,316451061,336,3.55,2492,2019,546,Young Adult,jimmy patterson,English,https://www.goodreads.com/book/show/39678946-swipe-right-for-murder
220,Pumpkinheads ,"Rowell, Rainbow",125031285X,9.78E+12,125031285X,209,4.03,76784,2019,13918,Graphic Novels,First Second,English,https://www.goodreads.com/book/show/40864790-pumpkinheads
221,"Conjunction
 (The Wise Society, #1)","Zoltan, A.D.",1791653936,9.78E+12,1791653936,312,4.31,64,2019,4,Science Fiction,Amazon Independent Publishing,English,https://www.goodreads.com/book/show/43460271-conjunction
222,"The Winter of the Witch
 (The Winternight Trilogy, #3)","Arden, Katherine",1101885998,9.78E+12,1101885998,369,4.5,70033,2019,9368,Fantasy,Del Rey,English,https://www.goodreads.com/book/show/36906346-the-winter-of-the-witch
223,"The Toll
 (Arc of a Scythe, #3)","Shusterman, Neal",1481497065,9.78E+12,1481497065,625,4.2,105020,2019,15340,Young Adult,Simon & Schuster Books for Young Readers,English,https://www.goodreads.com/book/show/43822024-the-toll
224,Miracle Creek ,"Kim, Angie",374156026,9.78E+12,374156026,355,3.88,61619,2019,8495,Mystery,Sarah Crichton Books,English,https://www.goodreads.com/book/show/40121959-miracle-creek
225,The Candle and the Flame ,"Azad, Nafiza",1338306057,9.78E+12,,416,3.74,2997,2019,754,Fantasy,Scholastic,English,https://www.goodreads.com/book/show/39821312-the-candle-and-the-flame
226,"Beard Necessities
 (Winston Brothers, #7)","Reid, Penny",,,B07KCLZ5MW,334,4.26,15110,2019,1691,Romance,Cipher-Naught,English,https://www.goodreads.com/book/show/30315692-beard-necessities
227,"The Red Scrolls of Magic
 (The Eldest Curses, #1)","Clare, Cassandra",1471162141,9.78E+12,1471162141,368,4.12,48537,2019,6143,Fantasy,Simon & Schuster Children's UK,English,https://www.goodreads.com/book/show/30295312-the-red-scrolls-of-magic
228,"Wayward Son
 (Simon Snow, #2)","Rowell, Rainbow",1250146070,9.78E+12,1250146070,356,3.92,100040,2019,13332,Fantasy,Wednesday Books,English,https://www.goodreads.com/book/show/44017627-wayward-son
229,"White Stag
 (Permafrost, #1)","Barbieri, Kara",1250149584,9.78E+12,1250149584,368,3.67,3254,2019,909,Fantasy,Wednesday Books,English,https://www.goodreads.com/book/show/39863517-white-stag
230,99 Percent Mine ,"Thorne, Sally",62439626,9.78E+12,,368,3.37,78052,2019,9124,Romance,William Morrow Paperbacks,English,https://www.goodreads.com/book/show/36300625-99-percent-mine
231,"The Fever King
 (Feverwake, #1)","Lee, Victoria",1542040175,9.78E+12,1542040175,375,3.89,7793,2019,1321,Fantasy,Skyscrape,English,https://www.goodreads.com/book/show/39897058-the-fever-king
232,"Darkdawn
 (The Nevernight Chronicle, #3)","Kristoff, Jay",,,B079DWH5XV,491,4.31,40639,2019,5971,Fantasy,Thomas Dunne Books,English,https://www.goodreads.com/book/show/23264672-darkdawn
233,"Holy Sister
 (Book of the Ancestor, #3)","Lawrence, Mark",8152403,9.78E+12,8152403,352,4.32,25994,2019,2363,Fantasy,Harper Voyager,English,https://www.goodreads.com/book/show/38099642-holy-sister
234,The Kingdom of Back ,"Lu, Marie",,9.78E+12,,336,3.7,20030,2020,4461,Fantasy,G.P. Putnam's Sons Books for Young Readers,English,https://www.goodreads.com/book/show/34213299-the-kingdom-of-back
235,"Defy Me
 (Shatter Me, #5)","Mafi, Tahereh",62676393,9.78E+12,62676393,357,4.29,160100,2019,16186,Fantasy,HarperTeen,English,https://www.goodreads.com/book/show/34992959-defy-me
236,Summer of '69 ,"Strasser, Todd",763695262,9.78E+12,,384,3.9,475,2019,99,Historical Fiction,Independently published,English,https://www.goodreads.com/book/show/39280397-summer-of-69
237,"Ninth House
 (Alex Stern, #1)","Bardugo, Leigh",1250313074,9.78E+12,1250313074,461,4.04,246941,2019,37302,Fantasy,Flatiron Books,English,https://www.goodreads.com/book/show/43263680-ninth-house
238,"The Gilded Wolves
 (The Gilded Wolves, #1)","Chokshi, Roshani",125014454X,9.78E+12,125014454X,388,3.73,42648,2019,9729,Fantasy,Wednesday Books,English,https://www.goodreads.com/book/show/39863498-the-gilded-wolves
239,"King of Scars
 (King of Scars, #1)","Bardugo, Leigh",,,B07C25Z679,527,4.17,179237,2019,23837,Fantasy,Imprint,English,https://www.goodreads.com/book/show/36307634-king-of-scars
240,The Little Friend ,"Tartt, Donna",1400031699,9.78E+12,1400031699,624,3.47,64839,2003,6467,Fiction,Vintage,English,https://www.goodreads.com/book/show/775346.The_Little_Friend
241,This Lullaby ,"Dessen, Sarah",142501557,9.78E+12,142501557,345,4.02,177516,2004,5392,Young Adult,Speak,English,https://www.goodreads.com/book/show/22205.This_Lullaby
242,"The Nanny Diaries
 (Nanny, #1)","McLaughlin, Emma",312291639,9.78E+12,312291639,306,3.45,378145,2003,5476,Fiction,St. Martin's Press-3PL,English,https://www.goodreads.com/book/show/228333.The_Nanny_Diaries
243,Snow ,"Pamuk, Orhan",,9.78E+12,571218318,463,3.61,45393,2005,4101,Fiction,Vintage Books,English,https://www.goodreads.com/book/show/11691.Snow
244,"The Carnivorous Carnival
 (A Series of Unfortunate Events, #9)","Snicket, Lemony",64410129,9.78E+12,64410129,286,4,125357,2002,3151,Fiction,HarperCollins Publishers,English,https://www.goodreads.com/book/show/324277.The_Carnivorous_Carnival
245,I Am the Messenger ,"Zusak, Markus",,9.78E+12,,357,4.03,156363,2006,15662,Young Adult,Alfred A. Knopf Borzoi Books,English,https://www.goodreads.com/book/show/19057.I_Am_the_Messenger
246,The Lovely Bones ,"Sebold, Alice",316166685,9.78E+12,316166685,372,3.85,2283341,2006,45028,Fiction,"Little, Brown and Company",English,https://www.goodreads.com/book/show/12232938-the-lovely-bones
247,The Secret Life of Bees ,"Kidd, Sue Monk",142001740,9.78E+12,142001740,302,4.08,1257282,2003,34463,Fiction,Penguin Books,English,https://www.goodreads.com/book/show/37435.The_Secret_Life_of_Bees
248,Lapvona ,"Moshfegh, Ottessa",,,B09GW3P1KJ,313,3.54,36392,2022,8409,Fiction,Penguin Press,English,https://www.goodreads.com/book/show/59693959-lapvona
249,"A Prayer for the Crown-Shy
 (Monk & Robot, #2)","Chambers, Becky",,,B09CNFL3W7,152,4.44,33211,2022,5122,Science Fiction,Tordotcom,English,https://www.goodreads.com/book/show/40864030-a-prayer-for-the-crown-shy
250,"Lore Olympus: Volume Three
 (Lore Olympus, #3)","Smythe, Rachel",593160312,9.78E+12,593160312,384,4.52,29471,2022,2336,Graphic Novels,Inklore,English,https://www.goodreads.com/book/show/60149524-lore-olympus
251,"Critical Alliance
 (Rocky Mountain Courage, #3)","Goddard, Elizabeth",800738004,9.78E+12,800738004,368,4.42,657,2022,247,Fiction,Revell,English,https://www.goodreads.com/book/show/59573540-critical-alliance
252,The Magnolia Palace ,"Davis, Fiona",593184017,9.78E+12,593184017,340,3.89,59589,2022,5199,Historical Fiction,Dutton,English,https://www.goodreads.com/book/show/57099323-the-magnolia-palace
253,Hide ,"White, Kiersten",593359232,9.78E+12,593359232,243,3.33,25687,2022,5120,Horror,Del Rey,English,https://www.goodreads.com/book/show/58890948-hide
254,Peach Blossom Spring ,"Fu, Melissa",316286737,9.78E+12,316286737,400,4.2,13896,2022,2140,Historical Fiction,"Little, Brown and Company",English,https://www.goodreads.com/book/show/58231775-peach-blossom-spring
255,This Time Tomorrow ,"Straub, Emma",052553900X,9.78E+12,052553900X,310,3.8,106853,2022,11201,Fiction,Riverhead Books,English,https://www.goodreads.com/book/show/59089704-this-time-tomorrow
256,The Change ,"Miller, Kirsten",63144042,9.78E+12,63144042,480,4.11,29684,2022,4765,Fantasy,William Morrow,English,https://www.goodreads.com/book/show/59030015-the-change
257,"Electric Idol
 (Dark Olympus, #2)","Robert, Katee",1728231760,9.78E+12,1728231760,375,4,68410,2022,7721,Romance,Sourcebooks Casablanca,English,https://www.goodreads.com/book/show/57661359-electric-idol
258,Nora Goes Off Script ,"Monaghan, Annabel",593420039,9.78E+12,593420039,272,4.16,80174,2022,9972,Romance,G.P. Putnam's Sons,English,https://www.goodreads.com/book/show/58988426-nora-goes-off-script
259,Nine Lives ,"Swanson, Peter",62980076,9.78E+12,62980076,320,3.57,30995,2022,4369,Mystery,William Morrow,English,https://www.goodreads.com/book/show/58385688-nine-lives
260,The House Across the Lake ,"Sager, Riley",,,B09GX9L4TF,369,3.58,158148,2022,21180,Thriller,Hodder & Stoughton,English,https://www.goodreads.com/book/show/58909880-the-house-across-the-lake
261,Killers of a Certain Age ,"Raybourn, Deanna",593200683,9.78E+12,593200683,368,3.88,63582,2022,8931,Mystery,Berkley,English,https://www.goodreads.com/book/show/60149532-killers-of-a-certain-age
