book_id,title,author,isbn,isbn13,asin,num_pages,avg_rating,num_ratings,year_pub_ed,text_review_count,genre,publisher,language,title_URL
262,Bloomsbury Girls ,"Jenner, Natalie",1250276691,9.78E+12,1250276691,353,3.88,11477,2022,1928,Historical Fiction,St. Martin's Press,English,https://www.goodreads.com/book/show/58428207-bloomsbury-girls
263,"What Moves the Dead
 (Sworn Soldier, #1)","Kingfisher, T.",1250830753,9.78E+12,1250830753,176,3.93,35196,2022,6607,Horror,Tor Nightfire,English,https://www.goodreads.com/book/show/58724626-what-moves-the-dead
264,Fairy Tale ,"King, Stephen",1668002175,9.78E+12,1668002175,608,4.15,158972,2022,20142,Fantasy,Scribner,English,https://www.goodreads.com/book/show/60177373-fairy-tale
265,Daisy Darker ,"Feeney, Alice",1250843936,9.78E+12,1250843936,352,3.79,121780,2022,16768,Mystery,Flatiron Books,English,https://www.goodreads.com/book/show/59808050-daisy-darker
266,The School for Good Mothers ,"Chan, Jessamine",,9.78E+12,,336,3.55,82233,2022,11993,Fiction,Simon & Schuster,English,https://www.goodreads.com/book/show/57846320-the-school-for-good-mothers
267,The Hotel Nantucket ,"Hilderbrand, Elin",316258679,9.78E+12,316258679,416,4.09,158928,2022,12499,Fiction,"Little, Brown and Company",English,https://www.goodreads.com/book/show/59227941-the-hotel-nantucket
268,The No-Show ,"O'Leary, Beth",593438442,9.78E+12,593438442,337,3.83,73650,2022,10747,Romance,Berkley,English,https://www.goodreads.com/book/show/58678549-the-no-show
269,Trust ,"Diaz, Hernan",593420314,9.78E+12,593420314,416,3.87,42784,2022,5762,Fiction,Riverhead Books,English,https://www.goodreads.com/book/show/58210933-trust
270,The Candy House ,"Egan, Jennifer",1476716765,9.78E+12,1476716765,352,3.67,43786,2022,6060,Fiction,Scribner,English,https://www.goodreads.com/book/show/58437521-the-candy-house
271,The It Girl ,"Ware, Ruth",1982155264,9.78E+12,1982155264,423,3.87,167230,2022,15419,Mystery,Scout Press,English,https://www.goodreads.com/book/show/59345249-the-it-girl
272,"Twisted Lies
 (Twisted, #4)","Huang, Ana",,,B09QY2KWKY,530,4.26,194311,2022,19312,Romance,Bloom Books,English,https://www.goodreads.com/book/show/60217302-twisted-lies
273,"Where the Drowned Girls Go
 (Wayward Children, #7)","McGuire, Seanan",1250213622,9.78E+12,1250213622,150,4.07,13830,2022,2445,Fantasy,Tordotcom,English,https://www.goodreads.com/book/show/57693537-where-the-drowned-girls-go
274,Violeta ,"Allende, Isabel",593496205,9.78E+12,593496205,322,4.03,62076,2022,7190,Historical Fiction,Ballantine Books,English,https://www.goodreads.com/book/show/57933338-violeta
275,"Below Zero
 (The STEMinist Novellas, #3)","Hazelwood, Ali",,,B09M371WGW,139,3.62,85445,2022,9809,Romance,Berkley,English,https://www.goodreads.com/book/show/59651553-below-zero
276,The Dead Romantics ,"Poston, Ashley",593336488,9.78E+12,593336488,368,3.99,95617,2022,16360,Romance,Berkley,English,https://www.goodreads.com/book/show/58885776-the-dead-romantics
277,Nettle & Bone ,"Kingfisher, T.",1250244048,9.78E+12,1250244048,245,4.18,38698,2022,6815,Fantasy,Tor Books,English,https://www.goodreads.com/book/show/56179377-nettle-bone
278,Something Wilder ,"Lauren, Christina",1982173408,9.78E+12,1982173408,384,3.69,85864,2022,10970,Romance,Gallery Books,English,https://www.goodreads.com/book/show/59345253-something-wilder
279,I Kissed Shara Wheeler ,"McQuiston, Casey",1250244455,9.78E+12,1250244455,356,3.95,66418,2022,13977,Romance,St. Martin's Press,English,https://www.goodreads.com/book/show/58756420-i-kissed-shara-wheeler
280,A Flicker in the Dark ,"Willingham, Stacy",1250803829,9.78E+12,1250803829,357,4.01,249161,2022,24039,Thriller,Minotaur Books,English,https://www.goodreads.com/book/show/57693172-a-flicker-in-the-dark
281,The Girl Who Fell Beneath the Sea ,"Oh, Axie",1250780861,9.78E+12,1250780861,325,4.15,45338,2022,9418,Fantasy,Feiwel & Friends,English,https://www.goodreads.com/book/show/56978100-the-girl-who-fell-beneath-the-sea
282,The Book of Cold Cases ,"St. James, Simone",440000211,9.78E+12,440000211,344,3.8,96471,2022,11309,Mystery,Berkley,English,https://www.goodreads.com/book/show/58371432-the-book-of-cold-cases
283,"Under One Roof
 (The STEMinist Novellas, #1)","Hazelwood, Ali",,,B09M2TWX82,112,3.69,122884,2022,15506,Romance,Berkley,English,https://www.goodreads.com/book/show/59651557-under-one-roof
284,"The Ballad of Never After
 (Once Upon a Broken Heart, #2)","Garber, Stephanie",1250268427,9.78E+12,1250268427,403,4.56,77037,2022,15804,Fantasy,Flatiron Books,English,https://www.goodreads.com/book/show/59808071-the-ballad-of-never-after
285,One Italian Summer ,"Serle, Rebecca",1982166797,9.78E+12,1982166797,255,3.62,165180,2022,18489,Fiction,Atria Books,English,https://www.goodreads.com/book/show/58438583-one-italian-summer
286,Gallant ,"Schwab, V.E.",62835777,9.78E+12,62835777,338,3.74,87807,2022,16343,Fantasy,Greenwillow Books,English,https://www.goodreads.com/book/show/58064046-gallant
287,"Daughter of the Moon Goddess
 (The Celestial Kingdom Duology, #1)","Tan, Sue Lynn",63031302,9.78E+12,63031302,503,4.15,60018,2022,11428,Fantasy,Harper Voyager,English,https://www.goodreads.com/book/show/57789637-daughter-of-the-moon-goddess
288,"Part of Your World
 (Part of Your World, #1)","Jimenez, Abby",1538704374,9.78E+12,1538704374,400,4.35,139373,2022,18203,Romance,Forever,English,https://www.goodreads.com/book/show/58684524-part-of-your-world
289,Black Cake ,"Wilkerson, Charmaine",,9.78E+12,,385,4.12,128676,2022,14008,Fiction,Ballantine Books,English,https://www.goodreads.com/book/show/57926137-black-cake
290,"Hook, Line, and Sinker
 (Bellinger Sisters, #2)","Bailey, Tessa",63045699,9.78E+12,63045699,353,3.97,268958,2022,26399,Romance,Avon,English,https://www.goodreads.com/book/show/58283080-hook-line-and-sinker
291,Sea of Tranquility ,"Mandel, Emily St. John",593321448,9.78E+12,593321448,259,4.11,176085,2022,21897,Fiction,Knopf,English,https://www.goodreads.com/book/show/58446227-sea-of-tranquility
292,"House of Sky and Breath
 (Crescent City, #2)","Maas, Sarah J.",1408884429,9.78E+12,1408884429,805,4.51,250306,2022,34586,Fantasy,Bloomsbury Publishing,English,https://www.goodreads.com/book/show/40132775-house-of-sky-and-breath
293,Felix Ever After ,"Callender, Kacen",62820257,9.78E+12,62820257,368,4.28,55758,2020,10901,Young Adult,Balzer + Bray,English,https://www.goodreads.com/book/show/51931067-felix-ever-after
294,"Woven in Moonlight
 (Woven in Moonlight, #1)","Ibanez, Isabel",1624148018,,B07SJNDVLG,384,3.86,8813,2020,1960,Fantasy,Page Street Books,English,https://www.goodreads.com/book/show/40877706-woven-in-moonlight
295,"The Hunter
 (Boston Belles, #1)","Shen, L.J.",,,B0882XL1DW,394,4.01,45677,2020,4193,Romance,Amazon Digital Services,English,https://www.goodreads.com/book/show/53345360-the-hunter
296,The Honey-Don't List ,"Lauren, Christina",1982123915,9.78E+12,1982123915,308,3.51,60497,2020,6766,Romance,Gallery Books,English,https://www.goodreads.com/book/show/51086670-the-honey-don-t-list
297,"The Past
 (VanWest, #1)","Thomas, Kenneth",,9.78E+12,,195,3.84,742,2020,212,Science Fiction,Independently published,English,https://www.goodreads.com/book/show/53450218-the-past
298,One by One ,"Ware, Ruth",,,150118881X,372,3.73,165084,2020,17465,Mystery,Scout Press,English,https://www.goodreads.com/book/show/50892433-one-by-one
299,In Five Years ,"Serle, Rebecca",1982137444,9.78E+12,1982137444,272,3.8,413085,2020,36093,Romance,Atria Books,English,https://www.goodreads.com/book/show/50093704-in-five-years
300,Tweet Cute ,"Lord, Emma",1250237327,9.78E+12,1250237327,368,3.92,65017,2020,12088,Romance,Wednesday Books,English,https://www.goodreads.com/book/show/45045129-tweet-cute
301,Long Bright River ,"Moore, Liz",525540679,9.78E+12,525540679,482,4.04,99722,2020,10303,Mystery,Riverhead Books,English,https://www.goodreads.com/book/show/43834909-long-bright-river
302,Dear Edward ,"Napolitano, Ann",198485478X,9.78E+12,198485478X,340,4.08,156609,2020,16476,Fiction,The Dial Press,English,https://www.goodreads.com/book/show/45294613-dear-edward
303,"The Ballad of Songbirds and Snakes
 (The Hunger Games, #0)","Collins, Suzanne",,,B07V5KKSZT,541,3.85,419208,2020,52031,Young Adult,Scholastic Press,English,https://www.goodreads.com/book/show/51901147-the-ballad-of-songbirds-and-snakes
304,Mexican Gothic ,"Moreno-Garcia, Silvia",,,525620788,320,3.68,305968,2020,44708,Horror,Del Rey,English,https://www.goodreads.com/book/show/53152636-mexican-gothic
305,"Chain of Gold
 (The Last Hours, #1)","Clare, Cassandra",1481431870,9.78E+12,1481431870,582,4.41,94205,2020,13608,Fantasy,Margaret K. McElderry Books,English,https://www.goodreads.com/book/show/17699853-chain-of-gold
306,My Dark Vanessa ,"Russell, Kate Elizabeth",006294150X,9.78E+12,006294150X,373,4.09,276772,2020,38556,Fiction,William Morrow,English,https://www.goodreads.com/book/show/44890081-my-dark-vanessa
307,American Dirt ,"Cummins, Jeanine",,9.78E+12,,459,4.37,518687,2020,41718,Fiction,Flatiron Books,English,https://www.goodreads.com/book/show/45046527-american-dirt
308,"House of Earth and Blood
 (Crescent City, #1)","Maas, Sarah J.",1635574048,9.78E+12,1635574048,803,4.48,427097,2020,49398,Fantasy,Bloomsbury Publishing,English,https://www.goodreads.com/book/show/44778083-house-of-earth-and-blood
309,The House in the Cerulean Sea ,"Klune, T.J.",,,,394,4.43,494084,2020,82077,Fantasy,Tor Books,English,https://www.goodreads.com/book/show/45047384-the-house-in-the-cerulean-sea
310,I Think You're Wrong : A Guide to Grace-Filled Political Conversations ,"Holland, Sarah Stewart",1400208416,9.78E+12,1400208416,205,4.1,4136,2019,865,Nonfiction,Thomas Nelson,English,https://www.goodreads.com/book/show/40591258-i-think-you-re-wrong-but-i-m-listening
311,"The Queen of Nothing
 (The Folk of the Air, #3)","Black, Holly",316310409,9.78E+12,,300,4.37,535722,2019,53631,Fantasy,"Little, Brown",English,https://www.goodreads.com/book/show/26032912-the-queen-of-nothing
312,Where the Forest Meets the Stars ,"Vanderah, Glendy",154204006X,9.78E+12,154204006X,332,4.14,174029,2019,15013,Fiction,Lake Union Publishing,English,https://www.goodreads.com/book/show/40545956-where-the-forest-meets-the-stars
313,"Storm Cursed
 (Mercy Thompson, #11)","Briggs, Patricia",,,B07DMYTL6L,384,4.43,33147,2019,2726,Urban Fantasy,Ace,English,https://www.goodreads.com/book/show/25026912-storm-cursed
314,The Nickel Boys ,"Whitehead, Colson",,9.78E+12,,213,4.26,228283,2019,22286,Fiction,Doubleday,English,https://www.goodreads.com/book/show/42270835-the-nickel-boys
315,"Ask Again, Yes ","Keane, Mary Beth",1982106980,9.78E+12,1982106980,390,3.94,183481,2019,16042,Fiction,Scribner,English,https://www.goodreads.com/book/show/42201996-ask-again-yes
316,On the Come Up ,"Thomas, Angie",,,62498568,464,4.28,92580,2019,11985,Young Adult,Balzer + Bray,English,https://www.goodreads.com/book/show/35887567-on-the-come-up
317,Maybe You Should Talk to Someone ,"Gottlieb, Lori",1328662055,9.78E+12,1328662055,415,4.38,281716,2019,24821,Nonfiction,Harper,English,https://www.goodreads.com/book/show/37570546-maybe-you-should-talk-to-someone
318,A Woman Is No Man ,"Rum, Etaf",62699768,9.78E+12,62699768,339,4.26,134197,2019,14697,Fiction,Harper,English,https://www.goodreads.com/book/show/34313931-a-woman-is-no-man
319,"The Testaments
 (The Handmaid's Tale, #2)","Atwood, Margaret",,9.78E+12,,422,4.19,329788,2019,29897,Fiction,Nan A. Talese,English,https://www.goodreads.com/book/show/42975172-the-testaments
320,The Kiss Thief ,"Shen, L.J.",1793307504,9.78E+12,1793307504,320,3.9,90787,2019,9299,Romance,Independently published,English,https://www.goodreads.com/book/show/41450662-the-kiss-thief
321,"The Unhoneymooners
 (Unhoneymooners, #1)","Lauren, Christina",,9.78E+12,,400,3.94,702387,2019,68061,Romance,Gallery Books,English,https://www.goodreads.com/book/show/42201431-the-unhoneymooners
322,Recursion ,"Crouch, Blake",1524759783,9.78E+12,1524759783,336,4.16,205704,2019,25557,Science Fiction,Ballantine Books,English,https://www.goodreads.com/book/show/42046112-recursion
323,"The Wicked King
 (The Folk of the Air, #2)","Black, Holly",316310336,9.78E+12,316310336,336,4.32,597529,2019,57547,Fantasy,"Little, Brown Books for Young Readers",English,https://www.goodreads.com/book/show/26032887-the-wicked-king
324,"The Winner's Kiss
 (The Winner's Trilogy, #3)","Rutkoski, Marie",374384738,9.78E+12,374384738,486,4.22,48092,2016,6672,Fantasy,"Farrar, Straus and Giroux",English,https://www.goodreads.com/book/show/20443235-the-winner-s-kiss
325,Salt to the Sea ,"Sepetys, Ruta",,,399160302,391,4.36,192451,2016,24517,Historical Fiction,Philomel Books,English,https://www.goodreads.com/book/show/25614492-salt-to-the-sea
326,"Passenger
 (Passenger, #1)","Bracken, Alexandra",1484715772,9.78E+12,1484715772,496,3.76,40357,2016,6448,Fantasy,Disney-Hyperion,English,https://www.goodreads.com/book/show/20983362-passenger
327,"The Hammer of Thor
 (Magnus Chase and the Gods of Asgard, #2)","Riordan, Rick",1423160924,9.78E+12,1423160924,459,4.32,102902,2016,7562,Fantasy,Disney-Hyperion Books,English,https://www.goodreads.com/book/show/27904311-the-hammer-of-thor
328,"The Last Star
 (The 5th Wave, #3)","Yancey, Rick",399162437,9.78E+12,399162437,338,3.62,71844,2016,7572,Young Adult,G.P. Putnam's Sons Books for Young Readers,English,https://www.goodreads.com/book/show/16131489-the-last-star
329,"The Rose & the Dagger
 (The Wrath and the Dawn, #2)","Ahdieh, Renee",399171622,9.78E+12,399171622,416,4.05,90032,2016,10863,Fantasy,G.P. Putnam's Sons Books for Young Readers,English,https://www.goodreads.com/book/show/23308084-the-rose-the-dagger
330,"The Crown
 (The Selection, #5)","Cass, Kiera",62392174,9.78E+12,62392174,278,3.64,251617,2016,18702,Romance,HarperTeen,English,https://www.goodreads.com/book/show/26074181-the-crown
331,When Breath Becomes Air ,"Kalanithi, Paul",,,B00XSSYR50,208,4.39,606817,2016,46304,Nonfiction,Random House,English,https://www.goodreads.com/book/show/25899336-when-breath-becomes-air
332,"A Torch Against the Night
 (An Ember in the Ashes, #2)","Tahir, Sabaa",,9.78E+12,8250448,452,4.25,149326,2016,16267,Fantasy,Razorbill,English,https://www.goodreads.com/book/show/25558608-a-torch-against-the-night
333,"Morning Star
 (Red Rising Saga, #3)","Brown, Pierce",345539842,9.78E+12,345539842,544,4.49,174342,2016,14189,Science Fiction,Del Rey,English,https://www.goodreads.com/book/show/18966806-morning-star
334,"A Gathering of Shadows
 (Shades of Magic, #2)","Schwab, V.E.",765376474,9.78E+12,765376474,512,4.23,173808,2016,22206,Fantasy,Tor,English,https://www.goodreads.com/book/show/20764879-a-gathering-of-shadows
335,"The Hidden Oracle
 (The Trials of Apollo, #1)","Riordan, Rick",148473274X,9.78E+12,148473274X,384,4.18,172884,2016,14200,Fantasy,Disney-Hyperion,English,https://www.goodreads.com/book/show/26252859-the-hidden-oracle
336,"The Raven King
 (The Raven Cycle, #4)","Stiefvater, Maggie",545424984,9.78E+12,545424984,439,4.26,136544,2016,19294,Fantasy,Scholastic Press,English,https://www.goodreads.com/book/show/17378527-the-raven-king
337,"Glass Sword
 (Red Queen, #2)","Aveyard, Victoria",62310666,9.78E+12,62310666,444,3.81,327651,2016,26057,Fantasy,Ha,English,https://www.goodreads.com/book/show/23174274-glass-sword
338,"Lady Midnight
 (The Dark Artifices, #1)","Clare, Cassandra",1442468351,9.78E+12,,688,4.37,218691,2016,21555,Fantasy,Margaret K. McElderry Books,English,https://www.goodreads.com/book/show/25494343-lady-midnight
339,"Harry Potter and the Cursed Child: Parts One and Two
 (Harry Potter, #8)","Rowling, J.K.",,,751565350,343,3.5,958480,2016,72014,Fantasy,"Little, Brown",English,https://www.goodreads.com/book/show/29056083-harry-potter-and-the-cursed-child
340,"Legend
 (Legend, #1)","Lu, Marie",,9.78E+12,,305,4.16,509322,2011,36003,Young Adult,Putnam Juvenile,English,https://www.goodreads.com/book/show/9275658-legend
341,"Delirium
 (Delirium, #1)","Oliver, Lauren",61726834,9.78E+12,61726834,441,3.96,458850,2012,28191,Young Adult,HarperCollins,English,https://www.goodreads.com/book/show/11614718-delirium
342,"Beautiful Creatures
 (Caster Chronicles, #1)","Garcia, Kami",316042676,9.78E+12,316042676,563,3.77,587676,2009,22823,Fantasy,"Little, Brown and Company",English,https://www.goodreads.com/book/show/6304335-beautiful-creatures
343,The Truth About Forever ,"Dessen, Sarah",142406252,9.78E+12,142406252,374,4.12,220748,2004,8864,Young Adult,Penguin Group Inc.,English,https://www.goodreads.com/book/show/51737.The_Truth_About_Forever
344,"Matched
 (Matched, #1)","Condie, Ally",525423648,9.78E+12,525423648,369,3.63,755130,2010,35284,Young Adult,Dutton Books for Young Readers,English,https://www.goodreads.com/book/show/7735333-matched
345,"Fallen
 (Fallen, #1)","Kate, Lauren",385738935,9.78E+12,385738935,452,3.72,569254,2009,21508,Young Adult,Delacorte Press,English,https://www.goodreads.com/book/show/6487308-fallen
346,Where the Red Fern Grows ,"Rawls, Wilson",375806814,9.78E+12,375806814,272,4.1,391890,2000,13373,Classics,Yearling,English,https://www.goodreads.com/book/show/10365.Where_the_Red_Fern_Grows
347,A Little Princess ,"Burnett, Frances Hodgson",142437018,9.78E+12,142437018,242,4.22,298833,2002,9392,Classics,Penguin Books,English,https://www.goodreads.com/book/show/3008.A_Little_Princess
348,"The Selection
 (The Selection, #1)","Cass, Kiera",62059939,9.78E+12,B00BG7DY04,336,4.09,1438149,2012,73521,Romance,HarperTeen,English,https://www.goodreads.com/book/show/10507293-the-selection
349,"The Angel Experiment
 (Maximum Ride, #1)","Patterson, James",446617792,9.78E+12,446617792,445,4.07,220960,2006,9869,Young Adult,Grand Central Publishing,English,https://www.goodreads.com/book/show/13152.The_Angel_Experiment
350,The Catcher in the Rye ,"Salinger, J.D.",316769177,9.78E+12,316769177,277,3.8,3354138,2001,78622,Classics,Back Bay Books,English,https://www.goodreads.com/book/show/5107.The_Catcher_in_the_Rye
351,The Outsiders ,"Hinton, S.E.",,9.78E+12,,192,4.12,1243780,1997,43692,Classics,Puffin Books,English,https://www.goodreads.com/book/show/231804.The_Outsiders
352,The Perks of Being a Wallflower ,"Chbosky, Stephen",,9.78E+12,,213,4.22,1686428,1999,83394,Young Adult,MTV Books/Pocket Books,English,https://www.goodreads.com/book/show/22628.The_Perks_of_Being_a_Wallflower
353,The Book Thief ,"Zusak, Markus",,,375831002,552,4.39,2401059,2006,137954,Historical Fiction,Alfred A. Knopf,English,https://www.goodreads.com/book/show/19063.The_Book_Thief
354,"Divergent
 (Divergent, #1)","Roth, Veronica",62024035,9.78E+12,62024035,487,4.15,3755802,2012,117610,Young Adult,HarperCollins,English,https://www.goodreads.com/book/show/13335037-divergent
355,"The Giver
 (The Giver, #1)","Lowry, Lois",385732554,9.78E+12,385732554,208,4.12,2320143,2006,76013,Young Adult,Ember,English,https://www.goodreads.com/book/show/3636.The_Giver
356,My Murder ,"Williams, Katie",593543769,9.78E+12,593543769,304,3.75,3950,2023,782,Mystery,Riverhead Books,English,https://www.goodreads.com/book/show/62952152-my-murder
357,Stone Cold Fox ,"Croft, Rachel Koller",593547500,9.78E+12,593547500,368,3.7,12462,2023,1941,Thriller,Berkley,English,https://www.goodreads.com/book/show/61053935-stone-cold-fox
358,Symphony of Secrets ,"Slocumb, Brendan",593315448,9.78E+12,593315448,448,4.33,4439,2023,866,Historical Fiction,Anchor,English,https://www.goodreads.com/book/show/61111253-symphony-of-secrets
359,All That Is Mine I Carry with Me ,William Landay,345531841,9.78E+12,,320,3.88,9044,2023,1585,Mystery,Bantam,English,https://www.goodreads.com/book/show/61058004-all-that-is-mine-i-carry-with-me
360,The New Mother ,"Murphy, Nora",1250822440,9.78E+12,1250822440,304,3.53,1311,2023,682,Thriller,Minotaur Books,English,https://www.goodreads.com/book/show/61885084-the-new-mother
361,The Last Word ,"Adams, Taylor",63222892,9.78E+12,63222892,340,3.81,24267,2023,4802,Thriller,William Morrow,English,https://www.goodreads.com/book/show/61767163-the-last-word
362,It's One of Us ,"Ellison, J.T.",778311767,9.78E+12,778311767,400,3.86,15917,2023,1815,Thriller,Mira,English,https://www.goodreads.com/book/show/61062488-it-s-one-of-us
363,Hide ,"Clark, Tracy",1542037573,9.78E+12,1542037573,384,4.17,13535,2023,685,Mystery,Thomas & Mercer,English,https://www.goodreads.com/book/show/60683386-hide
364,"Mastering the Art of French Murder
 (An American In Paris, #1)","Cambridge, Colleen",1496739590,9.78E+12,,304,3.64,2972,2023,724,Mystery,Kensington,English,https://www.goodreads.com/book/show/61678536-mastering-the-art-of-french-murder
365,Murder Your Employer: The McMasters Guide to Homicide ,"Holmes, Rupert",1451648219,9.78E+12,1451648219,389,3.94,8918,2023,1696,Mystery,Avid Reader Press / Simon & Schuster,English,https://www.goodreads.com/book/show/61272658-murder-your-employer
366,Drowning ,"Newman, T.J.",1982177918,9.78E+12,1982177918,304,4.28,11657,2023,2637,Thriller,Avid Reader Press / Simon & Schuster,English,https://www.goodreads.com/book/show/59345230-drowning
367,All the Sinners Bleed ,"Cosby, S.A.",1250831911,9.78E+12,1250831911,352,4.4,8736,2023,1556,Mystery,Flatiron Books,English,https://www.goodreads.com/book/show/61884832-all-the-sinners-bleed
368,On the Savage Side ,"McDaniel, Tiffany",593320700,9.78E+12,593320700,464,4.07,3035,2023,940,Mystery,Knopf,English,https://www.goodreads.com/book/show/61153745-on-the-savage-side
369,The Senator's Wife ,"Constantine, Liv",593599896,9.78E+12,593599896,320,3.79,11022,2023,2046,Thriller,Bantam,English,https://www.goodreads.com/book/show/62312250-the-senator-s-wife
370,Those Empty Eyes ,"Donlea, Charlie",1496727177,9.78E+12,1496727177,358,4.11,4814,2023,825,Thriller,Kensington,English,https://www.goodreads.com/book/show/62984900-those-empty-eyes
371,The Whispers ,"Audrain, Ashley",1984881698,9.78E+12,1984881698,336,3.94,13141,2023,2288,Thriller,Pamela Dorman Books,English,https://www.goodreads.com/book/show/63222079-the-whispers
372,"Everyone in My Family Has Killed Someone
 (Ernest Cunningham, #1)","Stevenson, Benjamin",63279029,9.78E+12,63279029,371,3.84,40763,2023,6379,Mystery,Mariner Books,English,https://www.goodreads.com/book/show/60879779-everyone-in-my-family-has-killed-someone
373,Age of Vice ,"Kapoor, Deepti",593328795,9.78E+12,593328795,544,3.64,19956,2023,3361,Fiction,Riverhead,English,https://www.goodreads.com/book/show/60177466-age-of-vice
374,Love & Resistance ,"Chen, Kara H.L.",63237830,9.78E+12,63237830,352,4.09,98,2023,56,Young Adult,Quill Tree Books,English,https://www.goodreads.com/book/show/62949043-love-resistance
375,A Song of Salvation ,"Dow, Alechia",1335453725,9.78E+12,1335453725,352,4.18,89,2023,57,Young Adult,Inkyard Press,English,https://www.goodreads.com/book/show/62676024-a-song-of-salvation
376,Give Me a Sign ,"Sortino, Anna",593533798,9.78E+12,593533798,320,4.3,413,2023,251,Young Adult,G.P. Putnam's Sons Books for Young Readers,English,https://www.goodreads.com/book/show/63024319-give-me-a-sign
377,"Bonesmith
 (House of the Dead, #1)","Pau Preto, Nicki",1665910593,9.78E+12,1665910593,464,4.35,147,2023,112,Fantasy,Margaret K. McElderry Books,English,https://www.goodreads.com/book/show/62919122-bonesmith
378,The Prince & The Apocalypse ,"McDowell, Kara",1250873061,9.78E+12,,320,4.23,412,2023,282,Romance,Wednesday Books,English,https://www.goodreads.com/book/show/61884988-the-prince-the-apocalypse
379,All That’s Left to Say ,"Lord, Emery",1681199416,9.78E+12,1681199416,400,4.14,64,2023,44,Young Adult,Bloomsbury YA,English,https://www.goodreads.com/book/show/60784825-all-that-s-left-to-say
380,Their Vicious Games ,"Wellington, Joelle",1665922427,9.78E+12,1665922427,416,4.31,265,2023,158,Young Adult,Simon & Schuster Books for Young Readers,English,https://www.goodreads.com/book/show/62919174-their-vicious-games
381,"House of Roots and Ruin
 (Sisters of the Salt, #2)","Craig, Erin A.",593482549,9.78E+12,,544,4.5,337,2023,262,Fantasy,Delacorte Press,English,https://www.goodreads.com/book/show/62649009-house-of-roots-and-ruin
382,The Legacies ,"Goodman, Jessica",593619501,9.78E+12,593619501,336,3.73,291,2023,217,Mystery,Razorbill,English,https://www.goodreads.com/book/show/63139964-the-legacies
383,"One of Us Is Back
 (One of Us Is Lying, #3)","McManus, Karen",593485017,9.78E+12,,368,4.26,1233,2023,325,Mystery,Delacorte Press,English,https://www.goodreads.com/book/show/63018952-one-of-us-is-back
384,Quietly Hostile: Essays ,"Irby, Samantha",593315693,9.78E+12,593315693,304,3.89,5657,2023,1033,Essays,Vintage,English,https://www.goodreads.com/book/show/62052300-quietly-hostile
385,A Living Remedy: A Memoir ,"Chung, Nicole",63031612,9.78E+12,63031612,256,4.14,2125,2023,337,Memoir,Ecco,English,https://www.goodreads.com/book/show/62050250-a-living-remedy
386,King: A Life ,"Eig, Jonathan",374279292,9.78E+12,374279292,688,4.71,887,2023,210,Biography,"Farrar, Straus and Giroux",English,https://www.goodreads.com/book/show/62039291-king
387,"A Fever in the Heartland: The Ku Klux Klan's Plot to Take Over America, and the Woman Who Stopped Them ","Egan, Timothy",735225265,9.78E+12,735225265,432,4.43,5903,2023,945,Nonfiction,Viking,English,https://www.goodreads.com/book/show/61423989-a-fever-in-the-heartland
388,The Creative Act: A Way of Being ,"Rubin, Rick",593652886,9.78E+12,593652886,406,4.17,9274,2023,1126,Nonfiction,Penguin Press,English,https://www.goodreads.com/book/show/60965426-the-creative-act
389,You Could Make This Place Beautiful: A Memoir ,"Smith, Maggie",1982185856,9.78E+12,1982185856,320,4.25,7682,2023,1222,Memoir,Atria/One Signal Publishers,English,https://www.goodreads.com/book/show/61273812-you-could-make-this-place-beautiful
390,"Poverty, by America ","Desmond, Matthew",593239911,9.78E+12,593239911,304,4.32,9908,2023,1563,Nonfiction,Crown,English,https://www.goodreads.com/book/show/61358638-poverty-by-america
391,"The Wager: A Tale of Shipwreck, Mutiny and Murder ","Grann, David",385534264,9.78E+12,385534264,352,4.27,18521,2023,2155,Nonfiction,Doubleday,English,https://www.goodreads.com/book/show/61714633-the-wager
392,Forget Me Not ,"Derrick, Alyson",166590237X,9.78E+12,166590237X,320,4.33,2734,2023,653,Romance,Simon & Schuster Books for Young Readers,English,https://www.goodreads.com/book/show/61273082-forget-me-not
393,"Exes and O's
 (The Influencer, #2)","Lea, Amy",593336593,9.78E+12,593336593,361,3.8,19266,2023,3535,Romance,Berkley,English,https://www.goodreads.com/book/show/60880795-exes-and-o-s
394,"Don't Fear the Reaper
 (The Indian Lake Trilogy, #2)","Jones, Stephen Graham",1982186593,9.78E+12,1982186593,457,4.1,5407,2023,1246,Horror,Gallery / Saga Press,English,https://www.goodreads.com/book/show/59366246-don-t-fear-the-reaper
395,Natural Beauty ,"Huang, Ling Ling",593472926,9.78E+12,593472926,272,3.79,2636,2023,626,Horror,Dutton,English,https://www.goodreads.com/book/show/61420120-natural-beauty
396,Sisters of the Lost Nation ,"Medina, Nick",593546857,9.78E+12,593546857,352,3.86,1790,2023,380,Horror,Berkley,English,https://www.goodreads.com/book/show/61686006-sisters-of-the-lost-nation
397,Lone Women ,"LaValle, Victor",052551208X,9.78E+12,052551208X,285,3.76,11971,2023,2525,Horror,One World,English,https://www.goodreads.com/book/show/60460704-lone-women
398,A House with Good Bones ,"Kingfisher, T.",1250829798,9.78E+12,1250829798,247,3.78,12126,2023,2649,Horror,Tor Nightfire,English,https://www.goodreads.com/book/show/60784409-a-house-with-good-bones
